42.309187 	 -83.714258
42.309188 	 -83.714210
42.309188 	 -83.714137
42.309190 	 -83.714088
42.309190 	 -83.714040
42.309187 	 -83.714017
42.309165 	 -83.713980
42.309198 	 -83.714005
42.309183 	 -83.714020
42.309172 	 -83.714038
42.309165 	 -83.714085
42.309167 	 -83.714108
42.309178 	 -83.714155
42.309182 	 -83.714178
42.309183 	 -83.714227
42.309182 	 -83.714275
42.309180 	 -83.714323
42.309178 	 -83.714372
42.309175 	 -83.714420
42.309173 	 -83.714468
42.309173 	 -83.714492
42.309172 	 -83.714517
42.309172 	 -83.714540
42.309170 	 -83.714565
42.309163 	 -83.714613
42.309150 	 -83.714515
42.309140 	 -83.714560
42.309123 	 -83.714605
42.309107 	 -83.714647
42.309078 	 -83.714675
42.309067 	 -83.714693
42.309040 	 -83.714723
42.309025 	 -83.714735
42.308985 	 -83.714743
42.308948 	 -83.714742
42.308915 	 -83.714727
42.308868 	 -83.714692
42.308865 	 -83.714658
42.308827 	 -83.714608
42.308787 	 -83.714525
42.308755 	 -83.714465
42.308710 	 -83.714388
42.308678 	 -83.714332
42.308632 	 -83.714257
42.308575 	 -83.714163
42.308528 	 -83.714088
42.308460 	 -83.713975
42.308403 	 -83.713882
42.308347 	 -83.713788
42.308278 	 -83.713675
42.308210 	 -83.713562
42.308145 	 -83.713447
42.308090 	 -83.713350
42.308023 	 -83.713235
42.307957 	 -83.713120
42.307880 	 -83.712987
42.307803 	 -83.712852
42.307727 	 -83.712718
42.307648 	 -83.712583
42.307572 	 -83.712448
42.307503 	 -83.712337
42.307413 	 -83.712185
42.307335 	 -83.712052
42.307257 	 -83.711920
42.307177 	 -83.711787
42.307098 	 -83.711655
42.307020 	 -83.711522
42.306930 	 -83.711372
42.306850 	 -83.711238
42.306772 	 -83.711107
42.306693 	 -83.710973
42.306615 	 -83.710840
42.306525 	 -83.710690
42.306447 	 -83.710557
42.306367 	 -83.710423
42.306288 	 -83.710292
42.306208 	 -83.710160
42.306153 	 -83.710065
42.306097 	 -83.709970
42.306045 	 -83.709903
42.305993 	 -83.709890
42.305958 	 -83.709903
42.305913 	 -83.709940
42.305862 	 -83.709967
42.305810 	 -83.709978
42.305758 	 -83.710003
42.305722 	 -83.710055
42.305703 	 -83.710123
42.305700 	 -83.710218
42.305715 	 -83.710313
42.305747 	 -83.710398
42.305798 	 -83.710500
42.305842 	 -83.710577
42.305893 	 -83.710675
42.305947 	 -83.710773
42.305995 	 -83.710845
42.306048 	 -83.710910
42.306115 	 -83.710993
42.306177 	 -83.711082
42.306232 	 -83.711177
42.306273 	 -83.711257
42.306322 	 -83.711358
42.306360 	 -83.711440
42.306403 	 -83.711518
42.306442 	 -83.711568
42.306507 	 -83.711603
42.306560 	 -83.711595
42.306620 	 -83.711542
42.306668 	 -83.711470
42.306718 	 -83.711400
42.306758 	 -83.711350
42.306798 	 -83.711303
42.306847 	 -83.711272
42.306882 	 -83.711262
42.306952 	 -83.711283
42.307007 	 -83.711343
42.307008 	 -83.711498
42.307075 	 -83.711612
42.307167 	 -83.711762
42.307257 	 -83.711913
42.307333 	 -83.712048
42.307425 	 -83.712197
42.307535 	 -83.712388
42.307625 	 -83.712542
42.307735 	 -83.712732
42.307847 	 -83.712922
42.307957 	 -83.713115
42.308043 	 -83.713270
42.308153 	 -83.713462
42.308263 	 -83.713653
42.308377 	 -83.713842
42.308470 	 -83.713992
42.308562 	 -83.714142
42.308650 	 -83.714293
42.308732 	 -83.714423
42.308800 	 -83.714537
42.308858 	 -83.714628
42.308915 	 -83.714687
42.308977 	 -83.714722
42.309033 	 -83.714718
42.309088 	 -83.714658
42.309102 	 -83.714617
42.309135 	 -83.714530
42.309150 	 -83.714462
42.309173 	 -83.714358
42.309193 	 -83.714293
42.309208 	 -83.714280
42.309243 	 -83.714272
42.309280 	 -83.714272
42.309297 	 -83.714282
42.309288 	 -83.714260
